District,Building Type,Rooms,Area,Floor,Renovation,Price
Աջափնյակ,Պանելային,2,65,9,Նորմալ վիճակ,80000.0
Արաբկիր,Պանելային,2,80,7,Պետական վիճակ,120000.0
Դավթաշեն,Պանելային,3,79,7,Դիզայներական,153000.0
Մալաթիա Սեբաստիա,Պանելային,3,82,7,Նորմալ վիճակ,90000.0
Արաբկիր,Քարե,2,45,5,Դիզայներական,98000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",2,60,6,Զրոյական վիճակ,132000.0
Էրեբունի,Քարե,2,42,2,Դիզայներական,75000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,64,3,Կապիտալ,170000.0
Արաբկիր,Պանելային,3,61,6,Պետական վիճակ,95000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,74,12,Դիզայներական,155000.0
Արաբկիր,Պանելային,3,61,6,Դիզայներական,95000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",3,75,3,Կապիտալ,144000.0
Կենտրոն,Քարե,3,75,4,Նորմալ վիճակ,220000.0
Կենտրոն,Քարե,3,109,4,Նորմալ վիճակ,240000.0
Արաբկիր,Քարե,2,35,3,Կապիտալ,130000.0
Արաբկիր,Քարե,2,37,3,Կապիտալ,110000.0
Նոր Նորք,Պանելային,3,80,6,Կապիտալ,85000.0
Արաբկիր,Պանելային,2,61,6,Նորմալ վիճակ,95000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,50,11,Զրոյական վիճակ,90000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,80,14,Դիզայներական,219000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,68,15,Դիզայներական,180000.0
Մալաթիա Սեբաստիա,Պանելային,3,78,3,Կոսմետիկ,85000.0
Արաբկիր,Պանելային,2,72,2,Կապիտալ,123000.0
Արաբկիր,Քարե,3,65,2,Դիզայներական,143000.0
Արաբկիր,Քարե,3,72,1,Կապիտալ,155000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,61,14,Դիզայներական,194000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,62,6,Կապիտալ,186000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,70,9,Դիզայներական,150000.0
Կենտրոն,Քարե,1,27,2,Պետական վիճակ,90000.0
Արաբկիր,Քարե,1,48,2,Նորմալ վիճակ,79500.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",2,44,10,Կապիտալ,91000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,59,8,Զրոյական վիճակ,105000.0
Էրեբունի,Քարե,2,60,5,Կոսմետիկ,89000.0
Արաբկիր,Քարե,3,83,2,Նորմալ վիճակ,177000.0
Աջափնյակ,Քարե,1,30,2,Նորմալ վիճակ,61000.0
Արաբկիր,Քարե,2,56,4,Նորմալ վիճակ,100000.0
Աջափնյակ,Մոնոլիտ,2,78,12,Կապիտալ,91000.0
Նոր Նորք,Պանելային,3,65,5,Պետական վիճակ,72000.0
Արաբկիր,Քարե,4,96,1,Նորմալ վիճակ,130000.0
Նոր Նորք,"Մոնոլիտ, Նորակառույց",2,55,5,Զրոյական վիճակ,71360.0
Արաբկիր,Քարե,2,68,4,Կապիտալ,144000.0
Շենգավիթ,Պանելային,1,31,2,Նորմալ վիճակ,45000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,52,12,Դիզայներական,185000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",4,129,11,Զրոյական վիճակ,225000.0
Դավթաշեն,Պանելային,3,74,8,Կապիտալ,140000.0
Արաբկիր,Քարե,4,96,1,Կոսմետիկ,130000.0
Մալաթիա Սեբաստիա,Պանելային,3,81,6,Կապիտալ,107000.0
Արաբկիր,Պանելային,4,129,13,Նորմալ վիճակ,170000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,74,9,Դիզայներական,170000.0
Նոր Նորք,Քարե,3,44,1,Կապիտալ,67000.0
Աջափնյակ,Պանելային,3,83,6,Կոսմետիկ,100000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,46,12,Դիզայներական,140000.0
Քանաքեռ Զեյթուն,Պանելային,3,80,10,Կոսմետիկ,95000.0
Կենտրոն,Քարե,2,66,5,Նորմալ վիճակ,135000.0
Շենգավիթ,"Մոնոլիտ, Նորակառույց",2,45,10,Կապիտալ,90000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,130,9,Կապիտալ,260000.0
Էրեբունի,Մոնոլիտ,3,66,9,Պետական վիճակ,85000.0
Աջափնյակ,Քարե,1,48,2,Պետական վիճակ,66000.0
Շենգավիթ,Քարե,4,114,1,Կոսմետիկ,155000.0
Կենտրոն,Քարե,3,84,1,Կապիտալ,222000.0
Արաբկիր,Պանելային,3,79,12,Կապիտալ,95000.0
Աջափնյակ,Պանելային,3,80,4,Դիզայներական,104000.0
Նոր Նորք,Քարե,2,52,2,Կապիտալ,85000.0
Ավան,Քարե,3,68,5,Կապիտալ,100000.0
Կենտրոն,Պանելային,2,75,8,Նորմալ վիճակ,225000.0
Դավթաշեն,Պանելային,4,92,7,Պետական վիճակ,120000.0
Կենտրոն,Քարե,2,56,4,Կոսմետիկ,90000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,89,4,Դիզայներական,225000.0
Արաբկիր,Քարե,1,30,3,Կապիտալ,80000.0
Կենտրոն,Մոնոլիտ,1,36,4,Կապիտալ,80000.0
Քանաքեռ Զեյթուն,Պանելային,3,76,8,Կապիտալ,115000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,80,3,Կապիտալ,202000.0
Արաբկիր,Քարե,4,103,4,Կապիտալ,200000.0
Ավան,Պանելային,3,78,8,Նորմալ վիճակ,88000.0
Մալաթիա Սեբաստիա,Պանելային,2,65,2,Կապիտալ,96712.0
Քանաքեռ Զեյթուն,Քարե,3,98,2,Նորմալ վիճակ,130000.0
Քանաքեռ Զեյթուն,Պանելային,2,65,1,Կապիտալ,95000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,51,3,Զրոյական վիճակ,92843.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,69,14,Կապիտալ,190000.0
Արաբկիր,Քարե,3,68,2,Կապիտալ,135000.0
Քանաքեռ Զեյթուն,Պանելային,3,73,2,Դիզայներական,95000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,61,14,Կապիտալ,194000.0
Քանաքեռ Զեյթուն,Պանելային,3,83,10,Կապիտալ,133000.0
Նոր Նորք,Պանելային,3,76,7,Կապիտալ,85000.0
Արաբկիր,Քարե,2,59,3,Կոսմետիկ,107000.0
Արաբկիր,Քարե,3,68,3,Պետական վիճակ,177000.0
Նոր Նորք,Կասետային,2,56,4,Կապիտալ,79000.0
Նոր Նորք,Պանելային,2,50,2,Նորմալ վիճակ,65000.0
Աջափնյակ,Պանելային,3,65,3,Կապիտալ,96000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,70,15,Դիզայներական,155000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",3,83,13,Դիզայներական,182000.0
Քանաքեռ Զեյթուն,Պանելային,3,74,3,Նորմալ վիճակ,89000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,60,7,Դիզայներական,148000.0
Կենտրոն,Քարե,2,36,5,Կոսմետիկ,74000.0
Կենտրոն,Պանելային,3,82,4,Կապիտալ,150000.0
Նոր Նորք,Քարե,4,86,5,Նորմալ վիճակ,120000.0
Աջափնյակ,Պանելային,3,85,2,Կապիտալ,140000.0
Արաբկիր,Քարե,2,69,1,Նորմալ վիճակ,82000.0
Մալաթիա Սեբաստիա,Պանելային,2,64,8,Նորմալ վիճակ,84000.0
Արաբկիր,Քարե,4,116,1,Կապիտալ,145000.0
Արաբկիր,Քարե,2,67,5,Նորմալ վիճակ,102000.0
Ավան,Պանելային,3,85,14,Դիզայներական,105000.0
Արաբկիր,Պանելային,2,39,2,Դիզայներական,102000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,73,15,Կապիտալ,148000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,103,9,Զրոյական վիճակ,210000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",4,105,14,Դիզայներական,220000.0
Արաբկիր,Քարե,3,68,2,Կոսմետիկ,135000.0
Մալաթիա Սեբաստիա,Պանելային,1,45,4,Պետական վիճակ,60000.0
Ավան,Պանելային,1,73,6,Կապիտալ,86000.0
Շենգավիթ,Քարե,4,75,3,Կոսմետիկ,95000.0
Շենգավիթ,Պանելային,2,60,6,Կապիտալ,90000.0
Նոր Նորք,Պանելային,3,78,6,Կապիտալ,95000.0
Կենտրոն,Քարե,3,54,4,Կապիտալ,115000.0
Նոր Նորք,Պանելային,4,87,3,Կոսմետիկ,97000.0
Կենտրոն,Պանելային,2,55,5,Կոսմետիկ,125000.0
Արաբկիր,Քարե,3,95,5,Պետական վիճակ,155000.0
Քանաքեռ Զեյթուն,Քարե,2,61,3,Պետական վիճակ,85000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",2,50,7,Կապիտալ,110000.0
Կենտրոն,Պանելային,2,49,13,Նորմալ վիճակ,88000.0
Մալաթիա Սեբաստիա,Պանելային,3,96,7,Կոսմետիկ,90000.0
Մալաթիա Սեբաստիա,Պանելային,2,54,5,Կոսմետիկ,68000.0
Նոր Նորք,Պանելային,3,85,9,Կոսմետիկ,120000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,33,7,Դիզայներական,128000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,43,15,Կապիտալ,98000.0
Արաբկիր,Պանելային,2,73,9,Նորմալ վիճակ,112000.0
Աջափնյակ,Պանելային,3,80,6,Կապիտալ,98000.0
Արաբկիր,Քարե,3,76,4,Կապիտալ,149000.0
Արաբկիր,Քարե,3,83,2,Նորմալ վիճակ,145000.0
Արաբկիր,Քարե,3,74,5,Նորմալ վիճակ,110000.0
Դավթաշեն,Պանելային,3,78,13,Կոսմետիկ,120000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,65,1,Կապիտալ,140000.0
Դավթաշեն,Պանելային,3,67,1,Դիզայներական,120000.0
Քանաքեռ Զեյթուն,Պանելային,3,96,10,Զրոյական վիճակ,125000.0
Քանաքեռ Զեյթուն,Պանելային,3,74,3,Կապիտալ,90000.0
Արաբկիր,Քարե,3,66,5,Կապիտալ,135000.0
Կենտրոն,Քարե,2,45,3,Կապիտալ,95000.0
Շենգավիթ,Քարե,2,60,1,Կապիտալ,82000.0
Աջափնյակ,Մոնոլիտ,4,120,10,Դիզայներական,240000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,110,18,Դիզայներական,265000.0
Արաբկիր,Քարե,2,59,3,Նորմալ վիճակ,107000.0
Կենտրոն,Պանելային,1,40,2,Կապիտալ,132000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,86,5,Զրոյական վիճակ,200000.0
Կենտրոն,Պանելային,1,43,3,Նորմալ վիճակ,81000.0
Արաբկիր,Քարե,2,55,5,Կապիտալ,130000.0
Նոր Նորք,Պանելային,1,44,1,Կոսմետիկ,67000.0
Նոր Նորք,Պանելային,1,40,2,Զրոյական վիճակ,51500.0
Արաբկիր,Պանելային,4,95,12,Կապիտալ,170000.0
Ավան,Պանելային,2,54,7,Կապիտալ,80000.0
Շենգավիթ,Պանելային,3,79,1,Կոսմետիկ,94500.0
Ավան,Պանելային,2,40,8,Դիզայներական,70000.0
Արաբկիր,Պանելային,3,65,3,Կապիտալ,120000.0
Դավթաշեն,Պանելային,3,85,13,Դիզայներական,157000.0
Մալաթիա Սեբաստիա,Պանելային,3,92,7,Նորմալ վիճակ,90000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",4,120,10,Կապիտալ,240000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,15,Զրոյական վիճակ,88000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,77,15,Դիզայներական,175000.0
Արաբկիր,Պանելային,3,90,2,Նորմալ վիճակ,145000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",3,89,4,Կապիտալ,225000.0
Արաբկիր,Պանելային,3,90,2,Պետական վիճակ,145000.0
Կենտրոն,Պանելային,2,40,6,Կոսմետիկ,85000.0
Արաբկիր,Պանելային,4,89,5,Նորմալ վիճակ,150000.0
Կենտրոն,Այլ,2,75,8,Կապիտալ,225000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",4,130,6,Զրոյական վիճակ,175000.0
Քանաքեռ Զեյթուն,Պանելային,2,46,4,Կապիտալ,83000.0
Աջափնյակ,Մոնոլիտ,2,64,2,Կոսմետիկ,85000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,84,3,Դիզայներական,200000.0
Մալաթիա Սեբաստիա,Պանելային,2,45,7,Կապիտալ,86000.0
Մալաթիա Սեբաստիա,Պանելային,3,80,4,Կոսմետիկ,88000.0
Նոր Նորք,Քարե,1,48,3,Նորմալ վիճակ,65000.0
Քանաքեռ Զեյթուն,Քարե,1,35,4,Նորմալ վիճակ,67000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,121,14,Կապիտալ,272000.0
Մալաթիա Սեբաստիա,Քարե,3,75,4,Կապիտալ,95000.0
Արաբկիր,Քարե,2,43,4,Դիզայներական,155000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,46,10,Զրոյական վիճակ,85000.0
Արաբկիր,Քարե,2,56,3,Նորմալ վիճակ,115000.0
Արաբկիր,Քարե,4,109,3,Կապիտալ,180000.0
Արաբկիր,Քարե,2,70,2,Կապիտալ,120000.0
Կենտրոն,Պանելային,2,51,4,Նորմալ վիճակ,132000.0
Արաբկիր,Քարե,2,73,4,Պետական վիճակ,135000.0
Արաբկիր,Քարե,2,60,4,Կապիտալ,105000.0
Աջափնյակ,Պանելային,2,40,11,Դիզայներական,60000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,74,9,Դիզայներական,154000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,72,1,Դիզայներական,143000.0
Մալաթիա Սեբաստիա,Քարե,1,30,1,Կապիտալ,59000.0
Քանաքեռ Զեյթուն,Պանելային,2,50,8,Նորմալ վիճակ,77000.0
Աջափնյակ,Քարե,1,48,4,Նորմալ վիճակ,64000.0
Արաբկիր,Պանելային,2,47,4,Կապիտալ,117000.0
Ավան,"Մոնոլիտ, Նորակառույց",4,118,7,Զրոյական վիճակ,160309.0
Արաբկիր,Քարե,2,59,3,Կապիտալ,107000.0
Մալաթիա Սեբաստիա,Պանելային,3,56,8,Պետական վիճակ,75000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",4,94,4,Կապիտալ,220000.0
Արաբկիր,Պանելային,3,70,7,Դիզայներական,165000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,94,12,Կապիտալ,200000.0
Արաբկիր,Քարե,3,71,3,Դիզայներական,148000.0
Ավան,Պանելային,2,42,8,Դիզայներական,70000.0
Արաբկիր,Քարե,3,82,4,Պետական վիճակ,113475.0
Կենտրոն,Պանելային,2,43,9,Նորմալ վիճակ,75000.0
Կենտրոն,Պանելային,3,88,3,Կապիտալ,265000.0
Շենգավիթ,Քարե,4,75,1,Նորմալ վիճակ,95000.0
Արաբկիր,Մոնոլիտ,2,63,4,Դիզայներական,200000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",3,80,15,Դիզայներական,200000.0
Արաբկիր,Պանելային,2,58,2,Պետական վիճակ,99000.0
Նոր Նորք,Մոնոլիտ,3,75,3,Դիզայներական,145000.0
Արաբկիր,Քարե,2,74,5,Կապիտալ,112000.0
Քանաքեռ Զեյթուն,Քարե,1,40,3,Կապիտալ,67000.0
Նոր Նորք,Պանելային,3,76,6,Կապիտալ,85000.0
Քանաքեռ Զեյթուն,"Մոնոլիտ, Նորակառույց",3,110,2,Կապիտալ,210000.0
Կենտրոն,Քարե,2,58,4,Կապիտալ,166000.0
Շենգավիթ,Քարե,3,72,2,Դիզայներական,131000.0
Աջափնյակ,Պանելային,2,44,2,Կոսմետիկ,68000.0
Կենտրոն,"Մոնոլիտ, Նորակառույց",2,51,7,Կապիտալ,165000.0
Կենտրոն,Քարե,2,60,5,Նորմալ վիճակ,168000.0
Շենգավիթ,Քարե,4,84,3,Կապիտալ,120000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,120,2,Դիզայներական,270000.0
Քանաքեռ Զեյթուն,Քարե,3,110,2,Կապիտալ,139000.0
Մալաթիա Սեբաստիա,Քարե,1,30,4,Պետական վիճակ,50000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",3,76,4,Կապիտալ,190000.0
Արաբկիր,Քարե,2,48,4,Դիզայներական,150000.0
Դավթաշեն,"Պանելային, Նորակառույց",3,60,1,Կապիտալ,85000.0
Դավթաշեն,"Մոնոլիտ, Նորակառույց",2,52,14,Զրոյական վիճակ,120000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",3,100,15,Կապիտալ,159000.0
Աջափնյակ,"Մոնոլիտ, Նորակառույց",2,55,3,Զրոյական վիճակ,90000.0
Արաբկիր,Քարե,4,95,3,Նորմալ վիճակ,140000.0
Շենգավիթ,Քարե,1,32,3,Պետական վիճակ,47000.0
Մալաթիա Սեբաստիա,"Մոնոլիտ, Նորակառույց",2,70,9,Կապիտալ,150000.0
Նոր Նորք,Քարե,2,65,5,Նորմալ վիճակ,81000.0
Նոր Նորք,Քարե,3,74,5,Նորմալ վիճակ,85000.0
Աջափնյակ,Պանելային,3,92,8,Նորմալ վիճակ,94000.0
Ավան,Պանելային,3,55,2,Դիզայներական,105000.0
Նոր Նորք,Քարե,2,52,4,Կապիտալ,85000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",4,127,7,Կապիտալ,265000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,59,10,Կապիտալ,135000.0
Դավթաշեն,Պանելային,3,73,7,Պետական վիճակ,110000.0
Արաբկիր,"Մոնոլիտ, Նորակառույց",2,45,7,Դիզայներական,158607.0
Քանաքեռ Զեյթուն,Պանելային,3,93,8,Դիզայներական,155000.0
