Տարածաշրջան,Շինության տիպ,Սենյակներ,Մակերես,Հարկ,Վերանորոգում,Գինը
"Երևան, Աջափնյակ",Պանելային,1,42,9,Պետական վիճակ,$53000
"Երևան, Արաբկիր",Պանելային,3,102,9,Կոսմետիկ,$123000
"Երևան, Արաբկիր",Պանելային,3,62,12,Կոսմետիկ,$92000
"Երևան, Արաբկիր",Քարե,3,71,4,Կապիտալ,$113000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,2,49,3,Դիզայներական,$105000
"Երևան, Կենտրոն",Մոնոլիտ,2,75,5,Կոսմետիկ,$240000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",4,97,4,Զրոյական վիճակ,$86000
"Երևան, Շենգավիթ",Պանելային,3,41,3,Կապիտալ,$52000
"Երևան, Ավան",Կասետային,1,41,2,Կապիտալ,$65000
"Երևան, Շենգավիթ",Քարե,1,30,1,Պետական վիճակ,$54000
"Երևան, Շենգավիթ",Քարե,1,44,3,Կոսմետիկ,$59000
"Երևան, Ավան",Պանելային,1,42,2,Կապիտալ,$66000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,62,6,Կապիտալ,$113000
"Երևան, Կենտրոն",Քարե,1,23,4,Պետական վիճակ,$63000
"Երևան, Դավթաշեն",Քարե,1,50,4,Նորմալ վիճակ,$70000
"Երևան, Կենտրոն",Մոնոլիտ,2,66,12,Կապիտալ,$175000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",3,77,10,Կապիտալ,$177500
"Երևան, Շենգավիթ",Քարե,2,40,2,Կապիտալ,$516
"Երևան, Արաբկիր",Քարե,3,96,1,Կապիտալ,$230000
"Արագածոտն, Աշտարակ",Քարե,4,93,2,Կապիտալ,$87000
"Երևան, Էրեբունի",Պանելային,3,71,8,Կոսմետիկ,$98000
"Երևան, Նոր Նորք",Քարե,3,78,1,Պետական վիճակ,$80000
"Երևան, Մալաթիա Սեբաստիա",Քարե,2,40,5,Կապիտալ,$67000
"Երևան, Ավան",Պանելային,2,47,8,Նորմալ վիճակ,$75000
"Երևան, Շենգավիթ",Քարե,3,78,2,Կապիտալ,պայմ.
"Երևան, Արաբկիր",Քարե,3,75,5,Նորմալ վիճակ,$136000
"Երևան, Ավան","Մոնոլիտ, Նորակառույց",5,138,13,Զրոյական վիճակ,$300000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,53,13,Դիզայներական,$158000
"Երևան, Մալաթիա Սեբաստիա",Քարե,1,44,1,Կոսմետիկ,$71500
"Երևան, Ավան",Պանելային,"3, Դուպլեքս",67,4,Նորմալ վիճակ,$82000
"Երևան, Կենտրոն",Պանելային,2,45,1,Կապիտալ,պայմ.
"Արմավիր, Էջմիածին քաղաք","Մոնոլիտ, Նորակառույց",1,44,3,Զրոյական վիճակ,$44136
"Երևան, Ավան",Պանելային,3,50,4,Կոսմետիկ,$70000
"Երևան, Աջափնյակ",Քարե,3,71,4,Կոսմետիկ,$80000
"Երևան, Քանաքեռ Զեյթուն",Քարե,5,145,3,Կապիտալ,$275000
"Երևան, Շենգավիթ",Քարե,3,79,1,Պետական վիճակ,$75000
"Երևան, Նոր Նորք",Կասետային,2,50,2,Կոսմետիկ,$78500
"Երևան, Արաբկիր",Քարե,1,43,5,Դիզայներական,$120000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,85,2,Նորմալ վիճակ,$83000
"Երևան, Կենտրոն",Պանելային,2,45,6,Կապիտալ,$112000
"Երևան, Նոր Նորք",Պանելային,2,42,10,Կապիտալ,$64000
"Երևան, Նոր Նորք",Քարե,3,86,1,Կապիտալ,$87000
"Երևան, Աջափնյակ",Քարե,3,70,2,Նորմալ վիճակ,$95000
"Երևան, Քանաքեռ Զեյթուն",Քարե,4,90,5,Կապիտալ,$116012
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,102,3,Զրոյական վիճակ,$170000
"Երևան, Արաբկիր",Քարե,2,45,4,Դիզայներական,$280000
"Երևան, Կենտրոն",Քարե,2,49,2,Կապիտալ,$270000
"Երևան, Շենգավիթ",Քարե,2,50,1,Կապիտալ,$76000
"Երևան, Քանաքեռ Զեյթուն",Քարե,1,36,2,Նորմալ վիճակ,$82000
"Երևան, Մալաթիա Սեբաստիա","Մոնոլիտ, Նորակառույց",3,93,10,Նորմալ վիճակ,$252649
"Երևան, Դավթաշեն",Պանելային,1,34,7,Կապիտալ,$63000
"Երևան, Մալաթիա Սեբաստիա",Քարե,1,50,5,Նորմալ վիճակ,$63000
"Երևան, Արաբկիր",Մոնոլիտ,2,56,10,Պետական վիճակ,$90000
"Երևան, Արաբկիր",Քարե,3,90,4,Կապիտալ,$220000
"Երևան, Նոր Նորք",Մոնոլիտ,3,82,8,Կապիտալ,$105000
"Երևան, Արաբկիր",Մոնոլիտ,3,80,9,Զրոյական վիճակ,$114000
"Երևան, Արաբկիր",Քարե,4,100,4,Կոսմետիկ,$160000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,130,5,Զրոյական վիճակ,$321000
"Երևան, Կենտրոն",Քարե,2,47,5,Կոսմետիկ,$115000
"Արմավիր, Էջմիածին քաղաք",Քարե,1,49,4,Նորմալ վիճակ,$32000
"Երևան, Էրեբունի",Պանելային,3,81,10,Կապիտալ,$125000
"Երևան, Նոր Նորք",Քարե,2,38,1,Պետական վիճակ,$56000
"Արմավիր, Էջմիածին քաղաք",Քարե,1,41,5,Պետական վիճակ,$26000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,116,11,Դիզայներական,$400000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,170,5,Կապիտալ,$960000
"Երևան, Նոր Նորք",Քարե,2,51,3,Նորմալ վիճակ,պայմ.
"Երևան, Ավան",Մոնոլիտ,4,96,11,Կոսմետիկ,$105000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,67,1,Կոսմետիկ,$77000
"Երևան, Կենտրոն",Պանելային,2,40,11,Կապիտալ,$99000
"Երևան, Ավան",Քարե,2,55,2,Կոսմետիկ,$68500
"Երևան, Նոր Նորք",Պանելային,3,76,9,Պետական վիճակ,$80000
"Երևան, Քանաքեռ Զեյթուն",Քարե,3,71,1,Կոսմետիկ,$85000
"Երևան, Կենտրոն",Քարե,2,52,5,Նորմալ վիճակ,$105000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,4,87,1,Կոսմետիկ,$77000
"Երևան, Նոր Նորք",Մոնոլիտ,3,90,14,Կապիտալ,$97000
"Կոտայք, Աբովյան",Պանելային,4,76,6,Կապիտալ,$74000
"Երևան, Արաբկիր",Քարե,1,43,5,Նորմալ վիճակ,$82000
"Երևան, Կենտրոն",Քարե,4,93,2,Կապիտալ,$480000
"Արմավիր, Արմավիր",Քարե,3,87,3,Նորմալ վիճակ,$65000
"Երևան, Նոր Նորք",Պանելային,6,65,4,Պետական վիճակ,$79000
"Երևան, Կենտրոն",Քարե,2,63,2,Նորմալ վիճակ,$150000
"Երևան, Քանաքեռ Զեյթուն",Քարե,1,40,3,Կոսմետիկ,$66500
"Երևան, Նոր Նորք",Մոնոլիտ,3,66,11,Կապիտալ,$117000
"Երևան, Էրեբունի",Պանելային,2,67,9,Կապիտալ,$82000
"Երևան, Շենգավիթ",Քարե,2,55,2,Նորմալ վիճակ,$87000
"Երևան, Կենտրոն",Պանելային,2,51,1,Կոսմետիկ,$131000
"Երևան, Դավթաշեն",Պանելային,3,85,13,Դիզայներական,$195000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,111,5,Դիզայներական,$670000
"Երևան, Կենտրոն",Քարե,2,56,1,Նորմալ վիճակ,$260000
"Երևան, Շենգավիթ",Քարե,2,58,1,Կոսմետիկ,$70000
"Երևան, Շենգավիթ",Քարե,4,85,1,Կոսմետիկ,$112000
"Երևան, Շենգավիթ",Քարե,2,28,4,Պետական վիճակ,$38000
"Երևան, Էրեբունի",Պանելային,3,73,9,Նորմալ վիճակ,$82000
"Երևան, Կենտրոն",Քարե,3,66,4,Կապիտալ,$205000
"Երևան, Արաբկիր",Քարե,2,54,1,Կապիտալ,$112000
"Երևան, Արաբկիր",Քարե,2,53,5,Պետական վիճակ,$115000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,1,31,2,Կապիտալ,$53000
"Երևան, Էրեբունի","Մոնոլիտ, Նորակառույց",4,120,3,Զրոյական վիճակ,$115000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,62,3,Կապիտալ,$85000
"Երևան, Աջափնյակ",Քարե,3,75,5,Կոսմետիկ,$90000
"Երևան, Ավան",Պանելային,2,49,9,Կապիտալ,$70000
"Երևան, Էրեբունի",Պանելային,2,66,7,Նորմալ վիճակ,$78000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,1,31,4,Կոսմետիկ,$59000
"Երևան, Էրեբունի",Պանելային,2,66,7,Նորմալ վիճակ,$778000
"Երևան, Էրեբունի",Քարե,3,58,4,Կոսմետիկ,$83500
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,96,4,Զրոյական վիճակ,$155000
"Երևան, Արաբկիր",Մոնոլիտ,3,85,6,Կոսմետիկ,$142000
"Երևան, Կենտրոն",Քարե,5,224,4,Նորմալ վիճակ,$500000
"Երևան, Նոր Նորք",Քարե,4,3,5,Դիզայներական,$235000
"Երևան, Էրեբունի",Պանելային,1,54,3,Նորմալ վիճակ,$66500
"Երևան, Մալաթիա Սեբաստիա",Պանելային,1,53,1,Կապիտալ,$71000
"Կոտայք, Աբովյան",Քարե,1,14,4,Կապիտալ,$21000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,70,8,Դիզայներական,$138000
"Երևան, Կենտրոն",Պանելային,"3, Դուպլեքս",86,8,Նորմալ վիճակ,$207000
"Երևան, Էրեբունի",Քարե,"5, Դուպլեքս",125,1,Դիզայներական,$138000
"Արարատ, Մասիս",Քարե,1,18,1,Կապիտալ,$18000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,160,7,Կապիտալ,$840000
"Երևան, Նոր Նորք",Պանելային,3,90,7,Կոսմետիկ,$110000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",3,65,2,Կապիտալ,$245000
"Երևան, Քանաքեռ Զեյթուն",Մոնոլիտ,3,86,4,Նորմալ վիճակ,$97000
"Արարատ, Արարատ",Քարե,3,59,5,Կոսմետիկ,$24000
"Երևան, Նոր Նորք",Պանելային,3,52,1,Կապիտալ,$97000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,85,9,Կոսմետիկ,$86000
"Երևան, Կենտրոն",Քարե,1,30,2,Կոսմետիկ,$65000
"Երևան, Նոր Նորք",Պանելային,3,67,9,Կոսմետիկ,$92000
"Երևան, Արաբկիր",Քարե,2,57,4,Պետական վիճակ,$102000
"Երևան, Ավան",Պանելային,3,83,5,Կապիտալ,$102000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,1,40,3,Կապիտալ,$75000
"Երևան, Քանաքեռ Զեյթուն",Քարե,2,52,4,Կապիտալ,$75000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,87,2,Դիզայներական,$100000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",3,83,2,Կապիտալ,$93000
"Երևան, Նոր Նորք",Քարե,3,7,3,Պետական վիճակ,$97000
"Երևան, Դավթաշեն",Պանելային,3,100,3,Կապիտալ,$165000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,4,90,7,Պետական վիճակ,$86000
"Երևան, Մալաթիա Սեբաստիա",Քարե,3,76,4,Կապիտալ,$124799
"Երևան, Աջափնյակ",Մոնոլիտ,3,60,12,Զրոյական վիճակ,$65000
"Երևան, Արաբկիր",Քարե,3,70,4,Պետական վիճակ,$94000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,120,7,Դիզայներական,$325000
"Երևան, Արաբկիր",Պանելային,3,84,12,Կապիտալ,$150000
"Երևան, Շենգավիթ",Պանելային,1,35,4,Կապիտալ,$50000
"Երևան, Կենտրոն",Պանելային,2,67,10,Կապիտալ,$142000
"Երևան, Աջափնյակ",Պանելային,2,67,9,Կապիտալ,$90000
"Երևան, Նոր Նորք",Պանելային,2,47,1,Դիզայներական,$65000
"Երևան, Մալաթիա Սեբաստիա",Պանելային,3,60,9,Նորմալ վիճակ,$77000
"Երևան, Ավան",Պանելային,3,62,6,Նորմալ վիճակ,$85000
"Երևան, Արաբկիր",Քարե,2,33,5,Դիզայներական,$85000
"Երևան, Կենտրոն",Պանելային,4,106,3,Նորմալ վիճակ,$255000
"Երևան, Արաբկիր",Պանելային,2,42,8,Դիզայներական,$89000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,62,13,Դիզայներական,$145000
"Երևան, Էրեբունի",Քարե,1,31,2,Կոսմետիկ,$62000
"Երևան, Աջափնյակ",Քարե,2,54,3,Նորմալ վիճակ,$71500
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",2,46,2,Կապիտալ,$107000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",2,61,6,Կապիտալ,$153000
"Երևան, Կենտրոն",Պանելային,2,43,10,Կապիտալ,$87000
"Արարատ, Արարատ",Քարե,1,44,5,Նորմալ վիճակ,$24000
"Երևան, Արաբկիր",Քարե,2,56,3,Նորմալ վիճակ,$122500
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",4,136,4,Կապիտալ,$280000
"Երևան, Աջափնյակ",Պանելային,2,63,2,Նորմալ վիճակ,$88000
"Երևան, Նոր Նորք",Քարե,1,37,2,Նորմալ վիճակ,$52000
"Երևան, Շենգավիթ",Քարե,2,50,2,Կապիտալ,$77500
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,100,4,Զրոյական վիճակ,$225000
"Երևան, Նոր Նորք",Պանելային,2,60,4,Կոսմետիկ,$77000
"Երևան, Նոր Նորք",Պանելային,2,63,6,Նորմալ վիճակ,$82000
"Երևան, Շենգավիթ",Պանելային,2,68,9,Կոսմետիկ,$90000
"Երևան, Ավան",Պանելային,2,54,1,Նորմալ վիճակ,$63000
"Արարատ, Արարատ",Պանելային,2,62,3,Նորմալ վիճակ,$30000
"Երևան, Արաբկիր",Պանելային,"2, Դուպլեքս",53,1,Պետական վիճակ,$99000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,3,62,2,Պետական վիճակ,$80000
"Երևան, Դավթաշեն","Մոնոլիտ, Նորակառույց",2,52,6,Կապիտալ,$122000
"Երևան, Էրեբունի",Պանելային,2,65,6,Կապիտալ,$85000
"Երևան, Էրեբունի",Քարե,2,69,1,Կոսմետիկ,$87000
"Երևան, Կենտրոն",Քարե,2,60,2,Դիզայներական,$280000
"Երևան, Նոր Նորք",Մոնոլիտ,3,76,10,Կոսմետիկ,$86000
"Երևան, Էրեբունի",Քարե,7,131,1,Զրոյական վիճակ,$140000
"Երևան, Էրեբունի",Պանելային,3,71,8,Կոսմետիկ,$96000
"Երևան, Նոր Նորք",Պանելային,3,77,6,Կապիտալ,$120000
"Երևան, Էրեբունի",Պանելային,2,35,2,Կոսմետիկ,$27000
"Երևան, Կենտրոն","Մոնոլիտ, Նորակառույց",4,140,5,Դիզայներական,$700000
"Երևան, Դավթաշեն",Պանելային,3,96,6,Նորմալ վիճակ,$117000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",2,68,6,Կապիտալ,$220000
"Երևան, Կենտրոն",Քարե,3,70,9,Կոսմետիկ,$75000
"Երևան, Շենգավիթ",Քարե,3,74,4,Պետական վիճակ,$99000
"Երևան, Շենգավիթ",Քարե,2,48,2,Կապիտալ,$70000
"Երևան, Ավան","Մոնոլիտ, Նորակառույց",4,100,4,Կապիտալ,$230000
"Երևան, Կենտրոն",Պանելային,2,65,3,Պետական վիճակ,$145000
"Երևան, Կենտրոն",Պանելային,3,86,3,Կապիտալ,$170000
"Երևան, Կենտրոն",Քարե,1,37,1,Կապիտալ,$140000
"Երևան, Նոր Նորք",Քարե,1,36,1,Կոսմետիկ,$53000
"Երևան, Էրեբունի",Պանելային,3,73,9,Նորմալ վիճակ,$80000
"Երևան, Շենգավիթ",Քարե,3,75,5,Պետական վիճակ,$120000
"Երևան, Արաբկիր","Մոնոլիտ, Նորակառույց",3,85,2,Կապիտալ,$200000
"Երևան, Ավան",Մոնոլիտ,3,84,5,Պետական վիճակ,$10
"Երևան, Արաբկիր",Քարե,3,98,4,Կապիտալ,$350000
"Երևան, Կենտրոն",Պանելային,1,40,5,Դիզայներական,$160000
"Երևան, Քանաքեռ Զեյթուն","Մոնոլիտ, Նորակառույց",3,98,10,Կապիտալ,$270000
"Երևան, Արաբկիր",Մոնոլիտ,2,60,2,Կապիտալ,$105000
"Երևան, Աջափնյակ",Պանելային,1,41,12,Նորմալ վիճակ,$61500
"Երևան, Նոր Նորք",Պանելային,3,78,3,Պետական վիճակ,$86000
"Երևան, Արաբկիր",Քարե,1,43,5,Նորմալ վիճակ,$76000
"Երևան, Արաբկիր",Պանելային,3,50,6,Կապիտալ,$125000
"Երևան, Արաբկիր",Քարե,2,83,1,Կապիտալ,$100000
"Երևան, Աջափնյակ",Պանելային,2,60,10,Նորմալ վիճակ,$82000
"Երևան, Քանաքեռ Զեյթուն",Պանելային,1,33,2,Նորմալ վիճակ,$49999
"Երևան, Շենգավիթ",Պանելային,3,84,2,Կոսմետիկ,$78000
"Երևան, Նոր Նորք",Պանելային,4,89,9,Կապիտալ,$92000
"Երևան, Կենտրոն",Պանելային,1,40,3,Պետական վիճակ,$68500
"Երևան, Էրեբունի",Քարե,1,30,2,Նորմալ վիճակ,$56500
"Երևան, Կենտրոն",Քարե,2,47,1,Պետական վիճակ,$60000
"Երևան, Նոր Նորք","Մոնոլիտ, Նորակառույց",2,46,5,Դիզայներական,$70000
